,utterance_id,gender,age,speaker_id,expression,manual_transcription,discrete_emotion_collection_phase,discrete_emotion_annotation_phase,valence_annotation_phase,arousal_annotation_phase,split,path,target
131,148,m,adult,31,acted,KKK KOJE MALE I O KAKVOJ MALOJ TI SAD PRIČAŠ,anger,anger,3.810479587,6.797500009,train,cres_v2.1/audio_files_16000/148.wav,anger
132,125,m,adult,31,acted,U PIČKU MATERINU SVI SERU KAK NEMAJU LOVE A SVAKI DAN SVE VIŠE I VIŠE AUTI U GRADU KAK JE TO MOGUĆE,anger,anger,3.496601617,7.413343942,train,cres_v2.1/audio_files_16000/125.wav,anger
133,145,m,adult,31,acted,PIČKA TI MATERINA,anger,anger,1.715788363,8.505307067,train,cres_v2.1/audio_files_16000/145.wav,anger
134,128,m,adult,31,acted,MAJKU TI JEBEM JOŠ ĆU TI SE JA KRVI NAPIT,anger,anger,2.846189575,7.325661224,train,cres_v2.1/audio_files_16000/128.wav,anger
135,135,m,adult,31,acted,JE MRTAV JE JA IDEM GORE KNJEMU A NE ON MENI,anger,sadness,2.652836565,8.156051952,train,cres_v2.1/audio_files_16000/135.wav,sadness
136,117,m,child,30,acted,KAD ĆU ONDA NARASTI KAO VI PROTIV MENE STE SVI SVI,anger,anger,2.610156631,7.388480154,train,cres_v2.1/audio_files_16000/117.wav,anger
137,100,m,adult,28,real,PA ISMIJAVA LJUDE BEZVEZE KUŽIŠ AL NEZNAM ZAŠTO JOJ TO TREBA MOŽE BIT SUPER SVE PET,anger,anger,3.729870598,6.257095754,train,cres_v2.1/audio_files_16000/100.wav,anger
138,101,m,adult,28,real,RUŽNO MI JE TO JAKO MI JE TO RUŽNO,anger,anger,3.863603818,3.987379201,train,cres_v2.1/audio_files_16000/101.wav,anger
139,97,m,adult,27,real,ß BILO BI DVOLIČNO OD MENE DA SAM JA TO TU REKAO A ONDA SE NJOJ SMIJAO JA SAM DOŠAO DO HANE I REKO SAM HANA JA SAM REKAO UDH KAD SI IZAŠLA VAN UDH DA SI IZAŠLA VAN UDH JER ONDA NISI IMALA ŠTO ZA REĆ,anger,anger,3.682030967,7.717444461,train,cres_v2.1/audio_files_16000/97.wav,anger
140,87,m,adult,26,real,ALI KAD TI JE NEŠTO ČUDNO ONDA ODEŠ I,anger,anger,3.875234535,6.582809238,train,cres_v2.1/audio_files_16000/87.wav,anger
141,82,m,adult,26,real,ZNAŠ KO JE TREBO DOŽIVJET ŠOK ONAJ KO JE STVARNO POGRJEŠIO,anger,anger,2.868807113,7.100842622,train,cres_v2.1/audio_files_16000/82.wav,anger
142,91,m,adult,26,real,AKO ĆE TE NETKO ZBOG TOGA GLEDAT KRIVO,anger,anger,3.66802209,6.792655307,train,cres_v2.1/audio_files_16000/91.wav,anger
143,90,m,adult,26,real,SVEGA JA BI NA NJEGOVOM MJESTU NENAD NAPRAVIO ISTO DA JE OVA SITUACIJA ISTO BI NAPRAVIO NA NJEGOVOM MJESTU,anger,anger,5.494937589,4.680679842,train,cres_v2.1/audio_files_16000/90.wav,anger
144,79,m,adult,24,real,MENE APSOLUTNO BOLI NEKA STVAR VIŠE TKO ĆE ŠTA JEST,anger,anger,3.054494629,6.905128667,train,cres_v2.1/audio_files_16000/79.wav,anger
145,53,m,adult,21,real,JA JU GLEDAM BRATE MILI,anger,anger,4.159650678,7.153210015,train,cres_v2.1/audio_files_16000/53.wav,anger
146,62,m,adult,21,real,PA TO JE ZA PET PUTA DAJ SMANJI MAST BRZO,anger,anger,3.93710819,6.011077937,train,cres_v2.1/audio_files_16000/62.wav,anger
147,63,m,adult,21,real,PA DOBRO TKO ĆE MI ODBIT MAST,anger,anger,3.699096679,6.880281216,train,cres_v2.1/audio_files_16000/63.wav,anger
148,46,m,adult,21,real,DVINA JA SE UOPĆE NE SLAŽEM S TOBOM,anger,anger,3.280750396,7.531597293,train,cres_v2.1/audio_files_16000/46.wav,anger
149,61,m,adult,21,real,PA NE TREBA MI TOLKA MAST,anger,anger,4.768494617,5.251894699,train,cres_v2.1/audio_files_16000/61.wav,anger
150,51,m,adult,21,real,KAKO JE ONA LAGALA HANA DA TI TO ZNAŠ,anger,anger,2.919137602,7.69755651,train,cres_v2.1/audio_files_16000/51.wav,anger
151,54,m,adult,21,real,NE VJERUJEM ŠTA DA RADI,anger,anger,3.305897335,7.363487649,train,cres_v2.1/audio_files_16000/54.wav,anger
152,36,m,adult,19,acted,ŠTA JE MARINKO DOŠA SI U MOJU KONOBU DRŽAT SVOJE PARTIJSKE GOVORE JE LI,anger,anger,2.904894039,7.220406735,train,cres_v2.1/audio_files_16000/36.wav,anger
153,37,m,adult,19,acted,AJDE IZLAZI VANKA I DA TE ODE VIŠE NISAM NI VIDIJA NI ČUJA,anger,anger,3.066276005,7.202579627,train,cres_v2.1/audio_files_16000/37.wav,anger
154,33,m,adult,19,acted,A ŠTA SAMO TEBE POSLALO TAKVA PRIJAVA A TI SAM PA DOBRO JESI TI NORMALAN ŠTA SI TI NJIMA NAPISAO U TOJ PRIJAVI,anger,anger,3.248242106,7.115961002,train,cres_v2.1/audio_files_16000/33.wav,anger
155,34,m,adult,19,acted,JESAM TI REKA DA MORA BIT OZBILJNO,anger,anger,3.452860809,6.505235172,train,cres_v2.1/audio_files_16000/34.wav,anger
156,25,m,adult,16,acted,MA KO TI TO VIŠE SLUŠA ŠTO ZVUČI KO BLEJANJE OVACA,anger,anger,3.976662275,6.044077143,train,cres_v2.1/audio_files_16000/25.wav,anger
157,5,m,adult,4,real,ZAŠTO SI TI DOŠLA JA TI RIČ NISAM REKA SAMO ME TO ZANIMA,anger,anger,3.239819107,7.622963985,train,cres_v2.1/audio_files_16000/5.wav,anger
158,819,m,adult,271,acted,A INAČE ME VOLI I POŠTUJE OOO DA ADIE ADIE GOSPODO MOŽDA I PORTOŽUR NIKAD SE NE ZNA,happiness,anger,5.428854041,7.816346097,train,cres_v2.1/audio_files_16000/819.wav,anger
159,469,f,adult,141,real,TOMI ĆE NA ROG POGLE GA,happiness,sadness,4.603078009,4.482379527,train,cres_v2.1/audio_files_16000/469.wav,sadness
160,717,m,adult,227,acted,JA SAM SELJAČKO DIJETE I STOPUT SAM VIDIO IZBEZUMLJENU KVOČKU IZBEZUMI SE JADNICA IOD STRAHA ALI NIKAD NE NAPUŠTA SVOJE PILIĆE NEGO IH SAKRIJE POD KRILO,fear,fear,4.539280141,6.514836181,train,cres_v2.1/audio_files_16000/717.wav,fear
161,948,m,adult,271,real,I OVDE NAS JE IZGINILO ß MORE BOŽJE,sadness,neutral,3.297647547,5.693687692,train,cres_v2.1/audio_files_16000/948.wav,neutral
162,560,f,child,172,acted,NEĆETE VALJDA NEĆETE NESMIJE NITKO UČINITI TO,fear,fear,2.404955621,7.573053383,train,cres_v2.1/audio_files_16000/560.wav,fear
163,817,m,adult,271,acted,ZAVRŠILI SMO NAŠ DANAŠNJI LIČNI ULIČNI PROGRAM ZASTAJK SVOJIM DRAGIM I UGODNIM SLUŠAOCIMA ŽELIM LAKU I UGODNU NOĆ ,happiness,happiness,6.712526147,7.768850218,train,cres_v2.1/audio_files_16000/817.wav,happiness
164,667,f,adult,202,acted,ALI JA SE NADAM DA ĆE IPAK PRAVDA POBIJEDITI DA SE NEBI VIŠE TA ZLA DOGAĐALA DA NEBI BILO VIŠE RATOVA,sadness,sadness,2.564439071,6.565932328,train,cres_v2.1/audio_files_16000/667.wav,sadness
165,213,f,adult,50,real,ß DO DO IVANE DA VIDIM ONO ŠTA JE ZA JESTI I KAD JE RUČAK NE IVANA JE REKLA,anger,neutral,5.731180201,5.834082412,train,cres_v2.1/audio_files_16000/213.wav,neutral
166,868,f,adult,264,acted,BOG VAS BLAGOSLOVIO DECO UDH VRATLI STE SE UDH A JESTE VIDLI MOG BENOŠEA,happiness,happiness,7.282045463,7.591536616,train,cres_v2.1/audio_files_16000/868.wav,happiness
167,763,m,adult,248,acted,POSLIJE ĆU TI REĆ TRČIII,fear,fear,3.39341696,8.343210575,train,cres_v2.1/audio_files_16000/763.wav,fear
168,1112,m,adult,322,real,VEĆ NAS OVA ATMOSFERA GRIJE JER SE ONA RAZMNOŽAVA NA SUNČEVU SVJETLU,neutral,neutral,5.861209252,2.612044793,train,cres_v2.1/audio_files_16000/1112.wav,neutral
169,672,f,adult,204,acted,NE PITAJ NIJE TO NIŠTA ŠTO SE MENI INAČE NE DOGAĐA JEDEM TUĐA GOVNA JER SAM GLUPAČA UDH OSTANEM SA MAMOM OSTANEM U BRAKU I EVO SAD NE VIDIM ŠTO MI RADI NEMAM HRABROSTI GLUPAČA,sadness,sadness,2.476133432,4.604167772,train,cres_v2.1/audio_files_16000/672.wav,sadness
170,930,m,adult,262,acted,PA DI SI VEČERAS ZASTAJK SVE VAS VEČERAS POZIVAM KOD MENE NA VEČERU MOŽE HAHA,happiness,happiness,8.007466555,7.870808484,train,cres_v2.1/audio_files_16000/930.wav,happiness
171,573,m,adult,177,acted,JER HRVATSKU MI MOJU OBJESIŠE KO LOPOVA UDH DOK NJENO IME BRIŠE,sadness,sadness,3.084351685,5.494843626,train,cres_v2.1/audio_files_16000/573.wav,sadness
172,201,f,adult,49,real,TI FINO TO JE ISPALO UŽASNO I TO SMO SVI SKUŽILI VANI DA JE ONA ZAKUHALA SVI,anger,anger,3.567098445,5.89627999,train,cres_v2.1/audio_files_16000/201.wav,anger
173,798,m,adult,263,acted,DOBRO DOŠLI MOCA ŽIVIO,happiness,happiness,6.303538124,5.829557147,train,cres_v2.1/audio_files_16000/798.wav,happiness
174,773,m,adult,248,acted,JA SAM TI KOMPA TVOJ NAJBOLJI FREND NISAM TI VAŽAN,fear,sadness,4.04194327,6.212846473,train,cres_v2.1/audio_files_16000/773.wav,sadness
175,285,f,adult,60,acted,JE LI TI MENE ČUJEŠ ŠTO JA TEBE PITAM HA NARAVNO DA NE ČUJEŠ KAD IMAŠ TA GOVNA NA UŠIMA,anger,anger,2.584588598,7.229297921,train,cres_v2.1/audio_files_16000/285.wav,anger
176,1110,m,adult,322,real,PO MENI OBIĐE I MENE SUNCE AKO OBIĐE VAS,neutral,neutral,5.390481566,4.604016618,train,cres_v2.1/audio_files_16000/1110.wav,neutral
177,636,f,adult,193,acted,A KAKVI SU MOJI KORACI,sadness,sadness,4.378047639,3.166145907,train,cres_v2.1/audio_files_16000/636.wav,sadness
178,523,f,adult,164,acted,UDH TUP TAP TUP TAP I ONDA JE STALO STRAŠNO,fear,fear,3.410291816,6.878058176,train,cres_v2.1/audio_files_16000/523.wav,fear
179,207,f,adult,50,real,A ZNAŠ ZAŠTO UDH ZATO ŠTO SAM JA BILA DVA TJEDNA JEBENIH U KUHINJI MENE ONI KOJI SU BILI GAZDE S NJIMA SAM U KUHINJI JA PRALA SUĐE I ŠTA DA NE PRIČAM SA ŽENOM MA JA NISAM NIŠTA NAPRAVILA,anger,anger,3.880662324,5.330849984,train,cres_v2.1/audio_files_16000/207.wav,anger
180,710,f,adult,221,acted,DER PUŠKA JEL TI NABIJENA,fear,fear,2.08695771,8.150407315,train,cres_v2.1/audio_files_16000/710.wav,fear
181,692,m,adult,211,real,TVRTKE SU ČINI SE BITKU PROTIV PUŠENJA SHVATILE MNOGO OZBILJNIJE PA NAVELIKO NARUČUJU KABINE ZA PUŠENJE,neutral,neutral,5.023896615,4.80116642,train,cres_v2.1/audio_files_16000/692.wav,neutral
182,24,m,adult,16,acted,PUN MI JE KURAC OVIH SELJAČKIH SRANJA,anger,anger,2.634192,7.704521519,train,cres_v2.1/audio_files_16000/24.wav,anger
183,643,f,adult,196,acted,IDH UDH BOŽE MOJ LUDOG LI DJETETA TI MISLIŠ DA IZNAD NAŠE VOLJE NE POSTOJI NIŠTA NA OVOM SVIJETU DA SVE MORA BITI ONAKO KAO ŠTO MI ŽELIMO NIJE TAKO ZNAŠ I SAMA DA NIJE TAKO,sadness,sadness,3.511544953,3.916048786,train,cres_v2.1/audio_files_16000/643.wav,sadness
184,210,f,adult,50,real,ŠTA JE KOJI KURAC,anger,anger,2.970151133,7.288823758,train,cres_v2.1/audio_files_16000/210.wav,anger
185,1071,m,adult,311,acted,NE BRINITE SE BIT ĆE TO U REDU ZA KOJI DAN,neutral,neutral,5.195363266,2.893559612,train,cres_v2.1/audio_files_16000/1071.wav,neutral
186,775,m,adult,248,acted,EJ EVO ZNAŠ ONU KLINKU KOJU TRAŽE SALE JU JE PUSTIO HTJELI SMO JU VRATIT ALI VODENUŠ IMA TAJNI PLAN A SAD NAS RANKO LOVI I HOĆE NAS UBIT,fear,fear,5.031325024,8.053641816,train,cres_v2.1/audio_files_16000/775.wav,fear
187,691,m,adult,211,real,PUŠENJE NA JAVNIM MJESTIMA DOPUŠTENO JE JOŠ SUTRA A ONDA SLIJEDE KAZNE,neutral,neutral,5.497383893,4.52560246,train,cres_v2.1/audio_files_16000/691.wav,neutral
188,542,f,adult,171,acted,O BOŽE MOJ,fear,fear,2.581345899,8.13095114,train,cres_v2.1/audio_files_16000/542.wav,fear
189,630,f,adult,191,acted,KODA SAM JA KRIVA ZA SVE,sadness,sadness,2.139474167,4.565001162,train,cres_v2.1/audio_files_16000/630.wav,sadness
190,367,m,adult,109,acted,OVCE SMO ČUVALI KAO DJEČACI JA S OVE ON S ONE STRANE HEHE BOŽE KAKO SMO SE VOLJELI I SLAGALI,happiness,happiness,7.95048132,4.514292331,train,cres_v2.1/audio_files_16000/367.wav,happiness
191,561,f,child,172,acted,EVO VEĆ PUŠEM,fear,fear,3.398505756,7.66440245,train,cres_v2.1/audio_files_16000/561.wav,fear
192,661,f,adult,200,real,MENE BOLI OVA DRUGA STVAR RAZUMIJEŠ,sadness,sadness,2.716337112,6.442641809,train,cres_v2.1/audio_files_16000/661.wav,sadness
193,1019,f,adult,294,acted,VAAAAA,fear,fear,2.050866624,8.412121339,train,cres_v2.1/audio_files_16000/1019.wav,fear
194,156,m,adult,31,acted,GRRR GLAD SE JAVLJA JESTI JESTI MOGAO BIH JEDNU PRIJE ALI BOLJE OBA DVIJE OBA DVIJE,anger,anger,4.191750078,7.29447278,train,cres_v2.1/audio_files_16000/156.wav,anger
195,387,m,adult,117,real,OTVORI OČI,happiness,fear,3.235979196,7.901853178,train,cres_v2.1/audio_files_16000/387.wav,fear
196,265,f,adult,60,acted,HEJ EJ EJ EJ DAJE OSTAVITE TU LETVU VANI,anger,anger,4.177413266,6.95972998,train,cres_v2.1/audio_files_16000/265.wav,anger
197,356,m,adult,99,acted,KODA MI JE NETKO REKA KATE IMA BOGA DITE ĆAĆINO,happiness,happiness,5.757836477,6.544606169,train,cres_v2.1/audio_files_16000/356.wav,happiness
198,1098,f,adult,317,real,I BUDE SE NA TEMPERATURI VODE OD TRIDESET ČETRI STUPNJEVA,neutral,neutral,5.796367111,3.640234664,train,cres_v2.1/audio_files_16000/1098.wav,neutral
199,192,f,adult,46,acted,JA TE NEĆU MASIRAT,anger,anger,2.921608426,5.708443584,train,cres_v2.1/audio_files_16000/192.wav,anger
200,1141,f,adult,340,acted,ŠTO JE TO,fear,fear,3.424477751,6.293578194,train,cres_v2.1/audio_files_16000/1141.wav,fear
201,1042,f,adult,301,real,SUTRAŠNJOM OBJAVOM U NARODNIM NOVINAMA REZULTATI IZBORA POSTAT ĆE SLUŽBENI,neutral,neutral,5.041525345,4.836311577,train,cres_v2.1/audio_files_16000/1042.wav,neutral
202,861,f,adult,252,acted,CMIZDR SMRC KURVA PROKLETA SMRC DER LJUUUDI POMOZITE KURVA MI JE UBILA SINA,sadness,sadness,1.127104785,8.906061772,train,cres_v2.1/audio_files_16000/861.wav,sadness
203,121,m,adult,31,acted,JEBA TE DOTUR DA TE JEBA OŠ TI TO PLATIT JELI ILI TVOJ ĆAĆA JEBA TE ON DA TE JEBA DA GA TRUJU,anger,anger,2.393244003,7.948516345,train,cres_v2.1/audio_files_16000/121.wav,anger
204,831,m,adult,277,acted,JA SAM MALO PRIJE UŠAO UU BIOGRAFIJU JEDNOG VELIKANA,happiness,anger,3.242721888,8.182075556,train,cres_v2.1/audio_files_16000/831.wav,anger
205,759,m,adult,248,acted,OVO NE VALJA OVO NIŠTA NE VALJA,fear,anger,2.677055281,7.215723077,train,cres_v2.1/audio_files_16000/759.wav,anger
206,555,f,child,172,acted,SAD SI PROPAO,fear,sadness,2.640439484,7.901776336,train,cres_v2.1/audio_files_16000/555.wav,sadness
207,953,m,adolescent,276,acted,OSVETIĆEMO TE BRATE JEBAĆEMO IM MAMU PEDERSKU,sadness,anger,2.694738714,7.811014387,train,cres_v2.1/audio_files_16000/953.wav,anger
208,1054,m,adult,304,real,LJUDI IZ KALIFORNIJE NAZIVAJU GA VELIKI POTRES,neutral,neutral,5.985137148,3.927300026,train,cres_v2.1/audio_files_16000/1054.wav,neutral
209,176,f,adult,40,acted,MA DAJ ODJEBI TEK SAM SE PROBUDILA JOŠ NISAM NI DORUČKOVALA ,anger,anger,3.321308054,6.451593796,train,cres_v2.1/audio_files_16000/176.wav,anger
210,20,m,adult,12,acted,MA IVEK KAJ JE TEBI KOLKO SAM TI PUTA REKAO DA NE UPADAŠ DOK DELAM,anger,anger,3.101046827,6.971939463,train,cres_v2.1/audio_files_16000/20.wav,anger
211,797,m,child,261,acted,DER LJUUDI LJUDI ZNATE KOG VAM DOVODIM DER DVA PARTIZANČINA NOVA NOVCATA,happiness,happiness,5.601187443,8.202967616,train,cres_v2.1/audio_files_16000/797.wav,happiness
212,1089,m,adult,312,real,UZ EGIPAT PRVA POVIJESNA CIVILIZACIJA BIO JE STARI SUMER KOJI SE NALAZI NA DIJELU DANAŠNJEG IRAKA,neutral,neutral,6.359874231,4.044002867,train,cres_v2.1/audio_files_16000/1089.wav,neutral
213,118,m,child,30,acted,ŠTO GOD HOĆEŠ RADI ALI VIŠE NE GNJAVI,anger,anger,3.198834197,8.247637268,train,cres_v2.1/audio_files_16000/118.wav,anger
214,209,f,adult,50,real,ČUJEM TE,anger,anger,3.251919218,5.327535993,train,cres_v2.1/audio_files_16000/209.wav,anger
215,539,f,adult,171,acted,I ZATO SE DJECO BOJIM DA SE NEGDJE BLIZU KRIJE,fear,fear,3.424259756,6.238864511,train,cres_v2.1/audio_files_16000/539.wav,fear
216,904,f,adult,302,acted,ZAŠTO,sadness,fear,2.236512797,8.230520308,train,cres_v2.1/audio_files_16000/904.wav,fear
217,823,m,adult,269,acted,JA HA A OD POČETKA SAM OVDJE EVO JESTE LI MI VI MMMALOČAS UGAZILI NA NOGU I REKLI KO ČOVJEK PARDON PA EVO JOŠ SE TRAG CIPELE POZNA,happiness,happiness,5.748212403,7.516319495,train,cres_v2.1/audio_files_16000/823.wav,happiness
218,268,f,adult,60,acted,TA DOSTA NE LJUTI ME,anger,anger,2.536288939,7.958721578,train,cres_v2.1/audio_files_16000/268.wav,anger
219,898,f,adult,300,acted,CMIZDR HA HA STANISLAV STANISLAV TI SI ŽIV,sadness,fear,4.285478626,7.922530567,train,cres_v2.1/audio_files_16000/898.wav,fear
220,260,f,adult,60,acted,PIŠTOLJ JE OPALIO MISLIM VAMA JEBOTE TREBA POL SATA DA SVATITE,anger,anger,2.721394747,8.172105412,train,cres_v2.1/audio_files_16000/260.wav,anger
221,757,m,adult,248,acted,VEČERA STVARNO NIJE MOGLA PROĆ GORE,fear,anger,2.034073417,7.984968896,train,cres_v2.1/audio_files_16000/757.wav,anger
222,869,m,adult,269,acted,PA I ZVALI SMO TE SAMOTRES HAHA PA SLUŠAJ I DRUGI SU TI GOVORILI TRESIĆ PAVIČIĆ A TI UVIJEK SAMO TRESIĆ PA OTUD SAMOTRES,happiness,happiness,7.692475799,6.221676597,train,cres_v2.1/audio_files_16000/869.wav,happiness
223,696,f,adult,213,real,UZ OVU POSTOJI JOŠ NEKOLIKO VRSTA KABINA U NAJVEĆU STANE DO PETNAEST LJUDI VIŠE VRSTA KABINA VIŠE VRSTA CIJENA,neutral,neutral,5.538506159,3.511078347,train,cres_v2.1/audio_files_16000/696.wav,neutral
224,1040,f,adult,301,real,BURA I DALJE OMETA PROMET NA SJEVERNOM JADRANU,neutral,neutral,4.422233953,3.889944785,train,cres_v2.1/audio_files_16000/1040.wav,neutral
225,7,m,adult,4,real,OSTAVI ME NA MIRU,anger,anger,2.125791222,7.950039588,train,cres_v2.1/audio_files_16000/7.wav,anger
226,228,f,adult,55,real,SE ODLUČI ŠTA ŽELIŠ JEL ŽELIŠ IĆ DOMA IL ŽELIŠ OSTAT,anger,anger,4.239988647,6.520354713,train,cres_v2.1/audio_files_16000/228.wav,anger
227,832,m,adult,278,acted,NIJE NIJE NE HEHE PA TU JE KINO,happiness,happiness,7.578659845,5.820123735,train,cres_v2.1/audio_files_16000/832.wav,happiness
228,1116,m,adult,322,real,ZA NAŠ ŽIVOT NIJE VAŽNO DAL PUTUJE ZEMLJA OKO SUNCA ILI SUNCE OKO ZEMLJE,neutral,neutral,5.306663288,3.088494193,train,cres_v2.1/audio_files_16000/1116.wav,neutral
229,521,f,adult,162,acted,NEMOJ TAMO TAMO SU TI MINE,fear,fear,2.891628512,7.83348105,train,cres_v2.1/audio_files_16000/521.wav,fear
230,146,m,adult,31,acted,ANAMARIJA JEBEM MU MATER IZGLEDA DA MORAM NA OPERACIJU,anger,fear,2.061233848,7.202398219,train,cres_v2.1/audio_files_16000/146.wav,fear
231,76,m,adult,24,real,BRANKA NEMOJ MENI GOVORIT DA BUDEM OBJEKTIVAN AJ MOLIM TE,anger,anger,3.511917508,6.800003772,train,cres_v2.1/audio_files_16000/76.wav,anger
232,967,m,adult,283,real,POŠTOVANI GLEDATELJI PAPA IVAN DR PAPA IVAN PAVAO DRUGI JE UMRO OSTANITE I DALJE UZ HATEVE,sadness,neutral,3.490197377,5.181779409,train,cres_v2.1/audio_files_16000/967.wav,neutral
233,80,m,adult,24,real,NE GOVORIM TEBI,anger,anger,3.549126768,6.30241808,train,cres_v2.1/audio_files_16000/80.wav,anger
234,393,m,adult,119,real,VOLE SE,happiness,happiness,6.427383366,5.590502417,train,cres_v2.1/audio_files_16000/393.wav,happiness
235,727,f,adult,233,acted,VI NISTE MAMIN PRIJATELJ IZ ŠKOLSKIH KLUPA JEL TAKO,fear,sadness,4.694390517,4.311777705,train,cres_v2.1/audio_files_16000/727.wav,sadness
236,956,f,adult,279,real,DA VIDIŠ SAD SAM VIDLA JEDNOG ONOG NAJGOREG LOPOVA IZZZ SAO SSSA OLAJNICE KOJI JE KRAO SVAKU NOĆ SVAKE NOSIO BOGLEME NOSIO SVE MAST KANTE SVAŠTA ŽIVO NOSIO,sadness,fear,2.599742558,6.899020336,train,cres_v2.1/audio_files_16000/956.wav,fear
237,182,f,adult,42,acted,PUSTI ME SAMA SI KRIVA ON TE DRŽI ZA RUKU TI S NJIM RAZGOVARAŠ ZAŠTO GA NISI POSLALA U KURAC,anger,anger,2.418955419,7.162534664,train,cres_v2.1/audio_files_16000/182.wav,anger
238,278,f,adult,60,acted,DUŠE MI MOJE UBIT ĆU GA JESI TI ZNAO TU FUFU,anger,anger,2.294718159,7.504435638,train,cres_v2.1/audio_files_16000/278.wav,anger
239,742,m,adult,243,acted,DI DA SE VRATIMO JESI TI NORMALNA JA SE TAMO NE VRAĆAM ŠTA TI JE,fear,anger,2.850313074,7.158249382,train,cres_v2.1/audio_files_16000/742.wav,anger
240,151,m,adult,31,acted,ZNAŠ ŠTO AJDE UZMI UZMI UZMI SVE NOSI I IDI JEBO TE KAPITALIZAM DA TE JEBO,anger,anger,1.60874076,8.087319519,train,cres_v2.1/audio_files_16000/151.wav,anger
241,346,f,adult,95,acted,A TI MARICE SOBU UREDI MALO A BUDETE LI GLADNI KRUHA JE PREOSTALO NA POLICI TAMO I ČEKAJTE ME ČEKAJTE ME,neutral,neutral,5.61689164,4.406601263,train,cres_v2.1/audio_files_16000/346.wav,neutral
242,1095,m,adult,316,real,I ON U BITI LIJEČI PSORIJAZU,neutral,neutral,5.638292726,4.108496355,train,cres_v2.1/audio_files_16000/1095.wav,neutral
243,237,f,adult,55,real,JA PUCAM JER TI JEDNOM NEŠTO KAŽEM,anger,anger,3.998791138,5.870285943,train,cres_v2.1/audio_files_16000/237.wav,anger
244,662,f,adult,200,real,JA ZNAM KAKVA SAM OSOBA JA NE PLAČEM OVDJE ZATO ŠTO JE MENE PRIKAZANO OVAKO IL ONAKO PRIKAZANO ME ONAKO KAKVA JESAM,sadness,sadness,2.86717142,6.690152736,train,cres_v2.1/audio_files_16000/662.wav,sadness
245,886,m,adult,170,acted,POSTOJI LI VEĆ METAK ZASTAJK KOJI ĆE PROSVIRATI MOJU GLAVU,sadness,sadness,3.078467152,4.323986435,train,cres_v2.1/audio_files_16000/886.wav,sadness
246,242,f,adult,55,real,MENI SAD NIJE ISTO,anger,anger,3.313258186,6.682099588,train,cres_v2.1/audio_files_16000/242.wav,anger
247,912,f,adult,305,real,CMIZDR VOLJELA BI DA MOJA DJECA BUDEJU ZAJEDNO U KUĆI SMRC TO JE JAKO TEŠKO ZA RODITELJA KOJI ŽIVI BEZ SVOJE DJECE,sadness,sadness,1.417018583,7.9284703,train,cres_v2.1/audio_files_16000/912.wav,sadness
248,263,f,adult,60,acted,DOSTA MI JE,anger,fear,2.0768674,8.470506893,train,cres_v2.1/audio_files_16000/263.wav,fear
249,683,m,adult,208,real,ZA ONE KOJI VJERUJU U ATLANTIDU NEMA BOLJEG DOKAZA OD ZADIVLJUJUĆIH SPOMENIKA U DREVNOM EGIPTU,neutral,neutral,6.515230694,4.441826793,train,cres_v2.1/audio_files_16000/683.wav,neutral
250,152,m,adult,31,acted,NE NE I TREBAŠ MI NIŠTA OSTAVLJAT MENI NE TREBAJU TVOJI NOVCI JESI ME ČUO,anger,anger,2.966193691,7.016959414,train,cres_v2.1/audio_files_16000/152.wav,anger
251,328,f,adult,86,real,ODNOSNO NE SPAJA OVE DANE NEGO SE RADI ŠTO JE NA NEKI NAČIN I DOBRO S OBZIROM DA TO POKAZUJE DA IMA POSLA ,neutral,neutral,5.955255673,3.232114212,train,cres_v2.1/audio_files_16000/328.wav,neutral
252,801,m,adult,266,acted,REZA AJDE TONKA DER AJDE MLADOŽENJE ČEKAJU,happiness,happiness,6.334452078,8.015266297,train,cres_v2.1/audio_files_16000/801.wav,happiness
253,204,f,adult,50,real,NAPISAO PAPIRIĆ KOJI JA DRŽIM OVDJE KOD SEBE,anger,anger,3.515484678,6.980044635,train,cres_v2.1/audio_files_16000/204.wav,anger
254,1038,f,adult,300,acted,DA ALI TREBAM TEBE U TEBE NEĆE POSUMNJATI,neutral,neutral,5.687765453,3.842112289,train,cres_v2.1/audio_files_16000/1038.wav,neutral
255,1058,m,adult,304,real,ZNANOST DANAS MOŽE PROCIJENITI PRAVU SNAGU,neutral,neutral,5.641556252,2.885281882,train,cres_v2.1/audio_files_16000/1058.wav,neutral
256,282,f,adult,60,acted,NE TIČE TE SE,anger,anger,3.053781289,6.106899853,train,cres_v2.1/audio_files_16000/282.wav,anger
257,1085,m,adult,314,real,ONDA SE NORMALNO NAMEĆE POMISAO DA SU EGIPĆANI MOŽDA JOŠ NEKI DRUGI NARODI POSJEDOVALI JEDNU TEHNOLOGIJU,neutral,neutral,5.310237595,3.679218879,train,cres_v2.1/audio_files_16000/1085.wav,neutral
258,876,m,adult,263,acted,HO LEPI MOJ SOKOLE,sadness,sadness,2.587412826,6.720023922,train,cres_v2.1/audio_files_16000/876.wav,sadness
